name,ticker_symbol,cik
"SYNACOR, INC.",SYNC,1408278
"SURGERY PARTNERS, INC.",SGRY,1638833
"SUPPORT.COM, INC.",SPRT,1104855
"SUNWORKS, INC.",SUNW,1172631
CSG SYSTEMS INTERNATIONAL INC,CSGS,1005757
TOCAGEN INC,TOCA,1419041
TIMKENSTEEL CORP,TMST,1598428
"THERAPEUTICSMD, INC.",TXMD,25743
"TEXAS ROADHOUSE, INC.",TXRH,1289460
"TESLA, INC.",TSLA,1318605
"TELIGENT, INC.",TLGT,352998
"TELEHEALTHCARE, INC.",TLLT,1628104
"TELARIA, INC.",TLRA,1375796
"TELADOC, INC.",TDOC,1477449
TECNOGLASS INC.,TGLS,1534675
TECHTARGET INC,TTGT,1293282
TEARLAB CORP,TEAR,1299139
TABLEAU SOFTWARE INC,DATA,1303652
TWO HANDS CORP,TWOH,1494413
"TWITTER, INC.",TWTR,1418091
TUTOR PERINI CORP,TPC,77543
TTM TECHNOLOGIES INC,TTMI,1116942
"TTEC HOLDINGS, INC.",TTEC,1013880
TRUSTMARK CORP,TRMK,36146
TRUPANION INC.,TRUP,1371285
TRINITY CAPITAL CORP,TRIN,99771
TRINET GROUP INC,TNET,937098
TRIMBLE INC.,TRMB,864749
TRIMAS CORP,TRS,842633
"TRI POINTE GROUP, INC.",TPH,1561680
TREVENA INC,TRVN,1429560
TREDEGAR CORP,TG,850429
TRAVELZOO,TZOO,1133311
TRAVELCENTERS OF AMERICA LLC,TA,1378453
TRANSENTERIX INC.,TRXC,876378
TRANSACT ENERGY CORP,TEGY,1383394
TRANS LUX CORP,TNLX,99106
CPI CARD GROUP INC.,PMTS,1641614
UNITIL CORP,UTL,755001
UNITED GUARDIAN INC,UG,101295
UNISYS CORP,UIS,746838
UNION PACIFIC CORP,UNP,100885
UNION BANKSHARES INC,UNB,706863
UMPQUA HOLDINGS CORP,UMPQ,1077771
UMB FINANCIAL CORP,UMBF,101382
ULTRALIFE CORP,ULBI,875657
UFP TECHNOLOGIES INC,UFPT,914156
"UDR, INC.",UDR,74208
"UBL INTERACTIVE,INC.",UBLI,1576778
"U.S. AUTO PARTS NETWORK, INC.",PRTS,1378950
TURTLE BEACH CORP,HEAR,1493761
"TURNING POINT BRANDS, INC.",TPB,1290677
"TRUECAR, INC.",TRUE,1327318
"TRUEBLUE, INC.",TBI,768899
"TROVAGENE, INC.",TROV,1213037
"TRIUMPH BANCORP, INC.",TBK,1539638
TRIPLEPOINT VENTURE GROWTH BDC CORP.,TPVG,1580345
"TRIPADVISOR, INC.",TRIP,1526520
TRILOGY METALS INC.,TMQ,1543418
"TREEHOUSE FOODS, INC.",THS,1320695
TRAVELPORT WORLDWIDE LTD,TVPT,1424755
TRANSUNION,TRU,1552033
TRANSMONTAIGNE PARTNERS L.P.,TLP,1319229
VICOR CORP,VICR,751978
VICAL INC,VICL,819050
"VERMILLION, INC.",VRML,926617
VERINT SYSTEMS INC,VRNT,1166388
VENTAS INC,VTR,740260
VECTREN CORP,VVC,1096385
VARONIS SYSTEMS INC,VRNS,1361113
VANJIA CORP,VNJA,1532383
VALERO ENERGY PARTNERS LP,VLP,1583103
V F CORP,VFC,103379
UNIVAR INC.,UNVR,1494319
UNITI GROUP INC.,UNIT,1620280
UNITED CANNABIS CORP,CNAB,1436161
UNION BANKSHARES CORP,UBSH,883948
ULTRAGENYX PHARMACEUTICAL INC.,RARE,1515673
UWHARRIE CAPITAL CORP,UWHR,898171
USA TRUCK INC,USAK,883945
"US ECOLOGY, INC.",ECOL,742126
UR-ENERGY INC,URG,1375205
UQM TECHNOLOGIES INC,UQM,315449
"UNIVERSAL LOGISTICS HOLDINGS, INC.",ULH,1308208
UNIVERSAL FOREST PRODUCTS INC,UFPI,912767
"CONTINENTAL RESOURCES, INC",CTLR,732834
WERNER ENTERPRISES INC,WERN,793074
WELLTOWER INC.,WELL,766704
WEIS MARKETS INC,WMK,105418
"WEC ENERGY GROUP, INC.",WEC,783325
"WCF BANCORP, INC.",WCFB,1667944
WATSCO INC,WSO,105016
WASTE MANAGEMENT INC,WM,823768
"WARRIOR MET COAL, INC.",HCC,1691303
WADDELL & REED FINANCIAL INC,WDR,1052100
W. P. CAREY INC.,WPC,1025378
VUZIX CORP,VUZI,1463972
VOLTARI CORP,VLTC,1568319
VOIP-PAL.COM INC,VPLM,1410738
"VIVINT SOLAR, INC.",VSLR,1607716
"VITAMIN SHOPPE, INC.",VSI,1360530
"VIRTRA, INC",VTSI,1085243
VERTEX ENERGY INC.,VTNR,890447
"VERSARTIS, INC.",VSAR,1513818
VERITIV CORP,VRTV,1599489
"VERITEX HOLDINGS, INC.",VBTX,1501570
"VERISK ANALYTICS, INC.",VRSK,1442145
VERICEL CORP,VCEL,887359
"VERASTEM, INC.",VSTM,1526119
"VECTRUS, INC.",VEC,1601548
"VANGUARD NATURAL RESOURCES, INC.",VNRR,1384072
VYCOR MEDICAL INC,VYCO,1424768
VONAGE HOLDINGS CORP,VG,1272830
"VMWARE, INC.",VMW,1124610
VIVUS INC,VVUS,881524
"VIVEVE MEDICAL, INC.",VIVE,879682
VISTEON CORP,VC,1111335
VISTA GOLD CORP,VGZ,783324
COMPUTER TASK GROUP INC,CTG,23111
WALMART INC.,WMT,104169
WYNDHAM WORLDWIDE CORP,WYN,1361658
WSFS FINANCIAL CORP,WSFS,828944
"WPX ENERGY, INC.",WPX,1518832
WINTRUST FINANCIAL CORP,WTFC,1015328
WINMARK CORP,WINA,908315
WILLIAMS SONOMA INC,WSM,719955
WIDEPOINT CORP,WYY,1034760
WEYCO GROUP INC,WEYS,106532
"WESTERN CAPITAL RESOURCES, INC.",WCRS,1363958
COMFORT SYSTEMS USA INC,FIX,1035983
XCEL ENERGY INC,XEL,72903
XBIOTECH INC.,XBIT,1626878
"WORLDPAY, INC.",WP,1533932
WORKHORSE GROUP INC.,WKHS,1425287
"WIZE PHARMA, INC.",WIZP,1218683
WINGSTOP INC.,WING,1636222
WILLSCOT CORP,WSC,1647088
"WIDEOPENWEST, INC.",WOW,1701051
WHITESTONE REIT,WSR,1175535
ARGAN INC,AGX,100591
APT SYSTEMS INC,APTY,1543739
"AMYRIS, INC.",AMRS,1365916
AMERICAN REBEL HOLDINGS INC,AREB,1648087
"AMERI HOLDINGS, INC.",AMRH,890821
ALPHA ENERGY INC,APHE,855787
"ABCO ENERGY, INC.",ABCE,1300938
"2050 MOTORS, INC.",ETFM,867028
12 RETECH CORP,RETC,1627611
"TRONC, INC.",TRNC,1593195
SCPHARMACEUTICALS INC.,SCPH,1604950
"RESTORBIO, INC.",TORC,1720580
"E.L.F. BEAUTY, INC.",ELF,1600033
"BLUEBIRD BIO, INC.",BLUE,1293971
ATYR PHARMA INC,LIFE,1339970
ZYMEWORKS INC.,ZYME,1403752
ZUMIEZ INC,ZUMZ,1318008
ZOSANO PHARMA CORP,ZSAN,1587221
ZOETIS INC.,ZTS,1555280
"ZOE'S KITCHEN, INC.",ZOES,1594879
"ZIVO BIOSCIENCE, INC.",ZIVO,1101026
"ZENDESK, INC.",ZEN,1463172
ZYNEX INC,ZYXI,846475
"ZOGENIX, INC.",ZGNX,1375151
ZIX CORP,ZIXI,855612
ZION OIL & GAS INC,ZN,1131312
ZEV VENTURES INC.,ZVVT,1646188
"ZAFGEN, INC.",ZFGN,1374690
"YEXT, INC.",YEXT,1614178
"YACHT FINDERS, INC.",YTFD,1311673
YUM BRANDS INC,YUM,1041061
XYLEM INC.,XYL,1524472
"XPRESSPA GROUP, INC.",XSPA,1410428
XPERI CORP,XPER,1690666
XENCOR INC,XNCR,1326732
"XPO LOGISTICS, INC.",XPO,1166003
XO GROUP INC.,XOXO,1062292
"COCONNECT, INC.",MMND,1088638
"BIOSTAGE, INC.",BSTG,1563665
BIOPHARMX CORP,BPMX,1504167
BIOCORRX INC.,BICX,1443863
"BALANCE LABS, INC.",BLNC,1632121
BUCKLE INC,BKE,885245
BROADVISION INC,BVSN,920448
"BIOHITECH GLOBAL, INC.",BHTG,1590383
BIG LOTS INC,BIG,768835
BED BATH & BEYOND INC,BBBY,886158
"ASTRONOVA, INC.",ALOT,8146
"APPSOFT TECHNOLOGIES, INC.",ASFT,1651992
"APPLIED MINERALS, INC.",AMNL,8328
"ANGIOGENEX, INC.",AGGX,1085596
"AMPLITECH GROUP, INC.",AMPG,1518461
"AMERICAN RETAIL GROUP, INC.",ARGB,277905
AMERICAN RESOURCES CORP,AREC,1590715
"AMERICAN MIDSTREAM PARTNERS, LP",AMID,1513965
"ALTIMMUNE, INC.",ALT,1326190
"ALLIANCE MMA, INC.",AMMA,1674227
ALFACOURSE INC.,ALFC,1697412
"AGORA HOLDINGS, INC.",AGHI,1680966
ADVECO GROUP INC.,ADVV,1698519
ADVANTEGO CORP,ADGO,869531
"ADVANCED VOICE RECOGNITION SYSTEMS, INC",AVOI,1342936
ACOLOGY INC.,ACOL,1096950
AUSCRETE CORP,ASCK,1492091
ATHENA SILVER CORP,AHNR,1304409
"ASIA EQUITY EXCHANGE GROUP, INC.",AEEX,1590565
"ASAP EXPO, INC.",ASAE,1419275
ARVANA INC,AVNI,1113313
CLOUD PEAK ENERGY INC.,CLD,1441849
CRYPTO CO,CRCW,1688126
"CLOUDWEB, INC.",CLOW,1619227
"CLOUDERA, INC.",CLDR,1535379
CITI TRENDS INC,CTRN,1318484
CERECOR INC.,CERC,1534120
CARDIFF LEXINGTON CORP,CDIX,811222
"CANNABIS LEAF, INC.",PCFP,1632053
"CANBIOLA, INC.",CANB,1509957
CVD EQUIPMENT CORP,CVV,766792
CTD HOLDINGS INC,CTDH,922247
CONNS INC,CONN,1223389
CLEARONE INC,CLRO,840715
CHEROKEE INC,CHKE,844161
CARMAX INC,KMX,1170010
CAPITAL BEVERAGE CORP,CBEV,1020186
CANNASYS INC,MJTK,1417028
"CANCER GENETICS, INC",CGIX,1349929
CALERES INC,CAL,14707
"CA, INC.",GPS,356028
BONE BIOLOGICS CORP,BBLG,1419554
CITRIX SYSTEMS INC,CTXS,877890
"FREEZE TAG, INC.",FRZT,1485074
"FREE FLOW, INC.",FFLO,1543652
FORBES ENERGY SERVICES LTD.,FLSS,1434842
FLITWAYS TECHNOLOGY INC.,FTWS,1582919
FLAGSHIP GLOBAL CORP,FGCN,1486640
"FAT BRANDS, INC",FAT,1705012
FREDS INC,FRED,724571
FOCUS UNIVERSAL INC.,FCUV,1590418
FLEXPOINT SENSOR SYSTEMS INC,FLXT,925660
"FITLIFE BRANDS, INC.",FTLF,1374328
FINDEX COM INC,FIND,1089061
FC GLOBAL REALTY INC,FCRE,711665
FALCONSTOR SOFTWARE INC,FALC,922521
EXELED HOLDINGS INC.,ELED,774937
"EXACTUS, INC.",EXDI,1552189
"ENPHASE ENERGY, INC.",ENPH,1463101
"ENER-CORE, INC.",ENCR,1495536
"EXPRESS, INC.",EXPR,1483510
ETHEMA HEALTH CORP,GRST,792935
"ENVIRO TECHNOLOGIES, INC.",EVTN,1043894
ENERTECK CORP,ETCK,1128353
EMPIRE PETROLEUM CORP,EMPR,887396
EMARINE GLOBAL INC.,EMRN,1178377
"ELRAY RESOURCES, INC.",ELRA,1402371
ECO TEK 360 INC,ECTX,1338929
ECARD INC.,EVRT,1552743
"DOLPHIN ENTERTAINMENT, INC.",DLPN,1282224
DESTINATION MATERNITY CORP,DEST,896985
DATA STORAGE CORP,DTST,1419951
DYNARESOURCE INC,DYNR,1111741
DTHERA SCIENCES,DTHR,1586372
DSWISS INC,DQWS,1652561
DSG GLOBAL INC.,DSGT,1413909
DLT RESOLUTION INC.,DLTI,1420368
DKG CAPITAL INC.,DKGH,1592411
DITECH HOLDING CORP,DHCP,1040719
DIGITAL ALLY INC,DGLY,1342958
CICERO INC,CICN,945384
INNOCAP INC,INNO,1281845
INCEPTION MINING INC.,IMII,1416090
IMAGING3 INC,IGNG,1205181
IGS CAPITAL GROUP LTD,IGSC,1288195
IGEN NETWORKS CORP,IGEN,1393540
ICOX INNOVATIONS INC.,ICOX,1515139
"ICC HOLDINGS, INC.",ICCH,1681903
HUBILU VENTURE CORP,HBUV,1639068
HOTAPP BLOCKCHAIN INC.,HTBC,1600347
HASH LABS INC.,HLAB,842013
HUNT MINING CORP,HMXZF,1551206
"HST GLOBAL, INC.",HSTC,797564
HOOPER HOLMES INC,HPHW,741815
HOOKER FURNITURE CORP,HOFT,1077688
HCI VIOCARE,VICA,1402737
"GRATITUDE HEALTH, INC.",GRTD,1489588
GOPHER PROTOCOL INC.,GOPH,1471781
GLOBAL SMART CAPITAL CORP.,TDXP,1625095
"GIGGLES N' HUGS, INC.",GIGL,1381435
GEOSPATIAL CORP,GSPH,1011395
"GENPREX, INC.",GNPX,1595248
"GALAXY GAMING, INC.",GLXZ,13156
GTX CORP,GTXO,1375793
"GROW CONDOS, INC.",GRWC,1448558
"GREENKRAFT, INC.",GKIT,1398529
GREEN SPIRIT INDUSTRIES INC.,GSRX,1381240
"GOOD GAMING, INC.",GMER,1454742
GLEN BURNIE BANCORP,GLBZ,890066
"GEX MANAGEMENT, INC.",GXXM,1681556
"FUSE MEDICAL, INC.",FZMD,319016
CHICAGO RIVET & MACHINE CO,CVR,19871
"MACY'S, INC.",M,794367
"MULTI SOLUTIONS II, INC",MUSS,723733
"MULTI SOFT II, INC",MSOF,766404
"MULLAN AGRITECH, INC.",MHDG,1629665
MIKROS SYSTEMS CORP,MKRS,317340
MESABI TRUST,MSB,65172
"MEDCAREERS GROUP, INC.",MCGI,1438901
"MAKINGORG, INC.",CQCQ,1569083
MAGNEGAS CORP,MNGA,1353487
MAGELLAN GOLD CORP,MAGE,1515317
"LOOP INDUSTRIES, INC.",LOOP,1504678
LONGFIN CORP,LFIN,1699683
LITHIUM CORP,LTUM,1415332
"LM FUNDING AMERICA, INC.",LMFA,1640384
"LIVING 3D HOLDINGS, INC.",LTDH,93205
LIFEAPPS BRANDS INC.,LFAP,1510247
"KAYA HOLDINGS, INC.",KAYS,1530746
"KIRKLAND'S, INC",KIRK,1056285
"JAGUAR HEALTH, INC.",JAGX,1585608
JOBLOCATIONMAP INC,JBCT,1555995
"J.JILL, INC.",JILL,1687932
"INRAD OPTICS, INC.",INRD,719494
INDOOR HARVEST CORP,INQD,1572565
"IMMUDYNE, INC.",IMMD,948320
IDEAL POWER INC.,IPWR,1507957
CHEESECAKE FACTORY INC,CAKE,887596
"NODECHAIN, INC.",NODC,1580485
"NEW BANCORP, INC.",NWBB,1644482
"NEURALSTEM, INC.",CUR,1357459
"NET ELEMENT, INC.",NETE,1499961
NUTRAFUELS INC,NTFU,1563463
NUTRA PHARMA CORP,NPHC,1119643
NEXEON MEDSYSTEMS INC,NXNN,1416172
"NEW RELIC, INC.",NEWR,1448056
NETWORK CN INC,NWCN,934796
NAKED BRAND GROUP INC.,NAKD,1383097
"MYDX, INC.",MYDX,1582341
MUSCLEPHARM CORP,MSLP,1415684
MICROBOT MEDICAL INC.,MBOT,883975
"MASSROOTS, INC.",MSRT,1589149
"REAC GROUP, INC.",REAC,1520528
"RC-1, INC.",RCCC,1665598
"QUEST SOLUTION, INC.",QUES,278165
"QUARTA-RAD, INC.",QURT,1549631
QUEST PATENT RESEARCH CORP,QPRC,824416
QUANTRX BIOMEDICAL CORP,QTXB,820608
"QS ENERGY, INC.",QSEP,1103795
Q2EARTH INC.,QPWR,1310527
PROBILITY MEDIA CORP,PBYA,1530981
"PRECIPIO, INC.",PRPO,1043961
"POLAR POWER, INC.",POLA,1622345
"POINT CAPITAL, INC.",PTCI,1514183
"PLASTIC2OIL, INC.",PTOI,1381105
PHOENIX APPS INC.,PXPP,1660839
PETROLIA ENERGY CORP,BBLS,1368637
"PEERLOGIX, INC.",LOGX,1603494
"PURA NATURALS, INC.",PNAT,1501257
PRIMEENERGY CORP,PNRG,56868
"POWERVERDE, INC.",PWVI,933972
POSITIVEID CORP,PSID,1347022
PDL COMMUNITY BANCORP,PDLB,1703489
PARADISE INC,PARF,76149
ORIENT PAPER INC.,ONP,1358190
ORBITAL TRACKING CORP.,TRKK,1058307
"ONE HORIZON GROUP, INC.",OHGI,225211
ONCOCYTE CORP,OCX,1642380
"ORIGINCLEAR, INC.",OCLN,1419793
ORANCO INC,ORNC,1098996
"OPTILEAF, INC.",OPLF,1628228
OMNICOMM SYSTEMS INC,OMCM,1034592
"OLB GROUP, INC.",OLBG,1314196
"NXT-ID, INC.",NXTD,1566826
"NUO THERAPEUTICS, INC.",AURX,1091596
"NU-MED PLUS, INC.",NUMD,1543637
NOVUS ROBOTICS INC.,NRBT,1388180
"NOVUME SOLUTIONS, INC.",NVMM,1697851
NOVAGEN INGENIUM INC.,NOVZ,1425173
"CENTURYLINK, INC",CTL,18926
"SUNVALLEY SOLAR, INC.",SSOL,1434477
STRATEGIC INTERNET INVESTMENTS INC,SIII,53320
STERLING CONSOLIDATED CORP,STCC,1555972
STEIN MART INC,SMRT,884940
STEELCASE INC,SCS,1050825
STAGE STORES INC,SSI,6885
"SSB BANCORP, INC.",SSBP,1716188
"SPYR, INC.",SR,829325
"SPINDLE, INC.",SPDL,1403802
SPAR GROUP INC,SGRP,1004989
SORL AUTO PARTS INC,SORL,714284
"SIGMA LABS, INC.",SGLB,788611
SHOE CARNIVAL INC,SCVL,895447
"SEARS HOMETOWN & OUTLET STORES, INC.",SHOS,1548309
"RIOT BLOCKCHAIN, INC.",RIOT,1167419
REXNORD CORP,RXN,1439288
RESPIRERX PHARMACEUTICALS INC.,RSPI,849636
"RENNOVA HEALTH, INC.",RNVA,931059
REIGN SAPPHIRE CORP,RGNP,1642159
RED LION HOTELS CORP,RLH,1052595
"RECALL STUDIOS, INC.",BTOP,1484769
"REBEL GROUP, INC.",REBL,1532158
ROSS STORES INC,ROST,745732
RIZZEN INC.,RZZN,1659559
RITE AID CORP,RAD,84129
REX ENERGY CORP,REXX,1397516
"REMARK HOLDINGS, INC.",MARK,1368365
"REED'S, INC.",REED,1140215
CCA INDUSTRIES INC,CAW,721447
"VIKING ENERGY GROUP, INC.",VKIN,1102432
VIASPACE INC.,VSPC,1270200
VALIDIAN CORP,VLDI,1100644
"ULTA BEAUTY, INC.",ULTA,1403568
URBAN OUTFITTERS INC,URBN,912615
UNICO AMERICAN CORP,UNAM,100716
"U.S. STEM CELL, INC.",USRM,1388319
TITAN MACHINERY INC.,TITN,1409171
"TINTRI, INC.",TNTR,1554875
"TIGER OIL & ENERGY, INC.",TGRO,1386018
THUNDER ENERGIES CORP,TNRG,1524872
TWO RIVERS WATER & FARMING CO,TURV,1302946
TRON GROUP INC.,TGRP,1658605
TOWERSTREAM CORP,TWER,1349437
TELOS CORP,TU,320121
TELKONET INC,TKOI,1094084
TAUTACHROME INC.,TTCM,1389067
SURNA INC.,SRNA,1482541
"SURGE HOLDINGS, INC.",SURG,1392694
"SUNDANCE STRATEGIES, INC.",SUND,1171838
"SPERO THERAPEUTICS, INC.",SPRO,1701108
SINORAMA CORP,SNNN,1687505
"SINO AGRO FOOD, INC.",SIAF,1488419
CARNIVAL CORP,CCL,815097
CAMBREX CORP,CBM,820081
CAFEPRESS INC.,PRSS,1117733
CADUS CORP,KDUS,911148
"BUILDERS FIRSTSOURCE, INC.",BLDR,1316835
"BIOCARDIA, INC.",BCDA,925741
"BYLINE BANCORP, INC.",BY,1702750
"BWX TECHNOLOGIES, INC.",BWXT,1486957
"BSB BANCORP, INC.",BLMT,1522420
BRIDGE BANCORP INC,BDGE,846617
"BLUCORA, INC.",BCOR,1068875
BIOGEN INC.,BIIB,875045
BCB BANCORP INC,BCBP,1228454
BANNER CORP,BANR,946673
"AZURRX BIOPHARMA, INC.",AZRX,1604191
"ATLANTIC CAPITAL BANCSHARES, INC.",ACBI,1461755
ARBUTUS BIOPHARMA CORP,ABUS,1447028
"ANTHEM, INC.",ANTM,1156039
ANTERO MIDSTREAM PARTNERS LP,AM,1598968
ALTERNATIVE INVESTMENT CORP,AIKO,1405660
"ALEXANDER & BALDWIN, INC.",ALEX,1545654
ALCENTRA CAPITAL CORP,ABDC,1578620
"ACTIVISION BLIZZARD, INC.",ATVI,718877
"AVID TECHNOLOGY, INC.",AVID,896841
"XG TECHNOLOGY, INC.",XGTI,1565228
"USELL.COM, INC.",USEL,1271075
"THEMAVEN, INC.",MVEN,894871
"NFUSZ, INC.",FUSZ,1566610
ISIGN SOLUTIONS INC.,ISGN,727634
"IGAMBIT, INC.",IGMB,1479681
HOPTO INC.,HPTO,1021435
ALPHA-EN CORP,ALPE,1023298
"ZENOSENSE, INC.",ZENO,1458581
"ZENERGY BRANDS, INC.",ZNGY,1386026
"YUMA ENERGY, INC.",YUMA,1672326
"YOSEN GROUP, INC.",YOSN,1076784
"YOGAWORKS, INC.",YOGA,1703497
"XSPAND PRODUCTS LAB, INC.",XSPL,1717556
XILINX INC,XLNX,743988
"WIZARD WORLD, INC.",WIZD,1162896
"WESTMORELAND RESOURCE PARTNERS, LP",WMLP,1412347
WESTERN URANIUM CORP,WSTRF,1621906
WORLDS INC,WDDD,1961
"WEYLAND TECH, INC.",WEYL,1335112
WEST COAST VENTURES GROUP CORP.,WCVC,1551906
"VITALIBIS, INC.",VCBD,1636509
VISTA OUTDOOR INC.,VSTO,1616318
"VIRTUAL CRYPTO TECHNOLOGIES, INC.",VRCP,797542
VET ONLINE SUPPLY INC,VTNL,1641751
"VERIFYME, INC.",VRME,1104038
"VERA BRADLEY, INC.",VRA,1495320
VIVOS INC,RDGL,1449349
VIEW SYSTEMS INC,VSYM,1075857
TIMEFIREVR INC.,TFVR,748268
"TENAX THERAPEUTICS, INC.",TENX,34956
STANDARD AVB FINANCIAL CORP.,STND,1492915
SUPERVALU INC,SVU,95521
STAR BUFFET INC,STRZ,1043156
SMG INDUSTRIES INC.,SMGI,1426506
"RESORT SAVERS, INC.",RSSV,1572384
RMG NETWORKS HOLDING CORP,RMGN,1512074
RED HAT INC,RHT,1087423
QUOTEMEDIA INC,QMCI,1101433
"PRESTIGE BRANDS HOLDINGS, INC.",PBH,1295947
POWIN ENERGY CORP,PWON,1468780
PACIFIC HEALTH CARE ORGANIZATION INC,PFHO,1138476
NUTRIBAND INC.,NTRB,1676047
"NORTHSTAR HEALTHCARE INCOME, INC.",NHHS,1503707
NORTHSTAR ELECTRONICS INC,NEIK,1082027
MEDIAN GROUP INC,CHMD,1211211
"MARINA BIOTECH, INC.",MRNA,737207
MARIMED INC.,MRMD,1522767
"LIFE CLIPS, INC.",LCLP,1604930
JRSIS HEALTH CARE CORP,JRSS,1597892
IRONCLAD ENCRYPTION CORP,IRNC,1455926
"INTELLINETICS, INC.",INLX,1081745
"IIOT-OXYS, INC.",ITOX,1290658
HEALTHLYNKED CORP,HLYK,1680139
H/CELL ENERGY CORP,HCCC,1676580
GULFMARK OFFSHORE INC,GLF,1030749
GENESCO INC,GCO,18498
"FRIENDABLE, INC.",FDBL,1414043
"FTE NETWORKS, INC.",FTNW,1122063
FIELDPOINT PETROLEUM CORP,FPPP,316736
"EQUUS TOTAL RETURN, INC.",EQS,878932
DREAM HOMES & DEVELOPMENT CORP.,DREM,1518336
"DPW HOLDINGS, INC.",DPW,896493
DAVIDSTEA INC.,DTEA,1627606
DAIS ANALYTIC CORP,DLYT,1125699
"CANNABIS SATIVA, INC.",CBDS,1360442
CASTLE GROUP INC,CAGU,918543
"BRAZIL MINERALS, INC.",BMIX,1540684
"BLACK RIDGE OIL & GAS, INC.",ANFC,1490161
BLACKBOXSTOCKS INC.,BLBX,1567900
ANVIA HOLDINGS CORP,ANVV,1681282
ALPHA INVESTMENT INC.,ALPC,1616736
"ABTECH HOLDINGS, INC.",ABHD,1405858
"ARGENTUM 47, INC.",ARGQ,1533106
"AGRITEK HOLDINGS, INC.",AGTK,1040850
"EHEALTH, INC.",EHTH,1333493
"ZONED PROPERTIES, INC.",ZDPY,1279620
ZIOPHARM ONCOLOGY INC,ZIOP,1107421
YRC WORLDWIDE INC.,YRCW,716006
XEROX CORP,XRX,108772
"XCEL BRANDS, INC.",XELB,1083220
"WILLDAN GROUP, INC.",WLDN,1370450
"WELBILT, INC.",WBT,1650962
"WALKER & DUNLOP, INC.",WD,1497770
WHITING PETROLEUM CORP,WLL,1255474
WESBANCO INC,WSBC,203596
"WEB.COM GROUP, INC.",WEB,1095291
"VOYA FINANCIAL, INC.",VOYA,1535929
"VERITONE, INC.",VERI,1615165
"VAPE HOLDINGS, INC.",VAPE,1455819
VITAL THERAPIES INC,VTL,1280776
VICTORY ENERGY CORP,VYEY,700764
"VEREIT, INC.",VER,1507385
"UPLAND SOFTWARE, INC.",UPLD,1505155
"US HIGHLAND, INC.",UHLN,1381871
UNIVERSAL ELECTRONICS INC,UEIC,101984
ULTRA PETROLEUM CORP,UPL,1022646
"TURNKEY CAPITAL, INC.",TKCI,1567503
TRIDENT BRANDS INC,TDNT,1421907
TOPBUILD CORP,BLD,1633931
TERRENO REALTY CORP,TRNO,1476150
"TECH CENTRAL, INC.",TCHC,1639874
"TRXADE GROUP, INC.",TRXD,1382574
TRICO BANCSHARES /,TCBK,356171
TRANSATLANTIC PETROLEUM LTD.,TAT,1092289
"TPI COMPOSITES, INC",TPIC,1455684
TOR MINERALS INTERNATIONAL INC,TORM,842295
TIER REIT INC,TIER,1176373
TEREX CORP,TEX,97216
TEJON RANCH CO,TRC,96869
TAPIMMUNE INC.,TPIV,1094038
SUTHERLAND ASSET MANAGEMENT CORP,SLD,1527590
SUNRUN INC.,RUN,1469367
"SUNCOKE ENERGY, INC.",SXC,1514705
"STARCO BRANDS, INC.",STCB,1539850
"SMART & FINAL STORES, INC.",SFS,1563407
"SEVEN STARS CLOUD GROUP, INC.",SSC,837852
"SENESTECH, INC.",SNES,1680378
SANCHEZ ENERGY CORP,SN,1528837
SWK HOLDINGS CORP,SWKH,1089907
STRYKER CORP,SYK,310764
STRATUS PROPERTIES INC,STRS,885508
STERICYCLE INC,SRCL,861878
"SPX FLOW, INC.",FLOW,1641991
SOPHIRIS BIO INC.,SPHS,1563855
SMITH MIDLAND CORP,SMID,924719
SITESTAR CORP,SYTE,1096934
SERVICE CORP INTERNATIONAL,SCI,89089
SCIENTIFIC GAMES CORP,SGMS,750004
SCHOOL SPECIALTY INC,SCOO,1055454
SANDRIDGE ENERGY INC,SD,1349436
RICE MIDSTREAM PARTNERS LP,RMP,1620928
"RENEWABLE ENERGY & POWER, INC.",RBNW,1608430
"RA PHARMACEUTICALS, INC.",RARX,1481512
"RUBICON PROJECT, INC.",RUBI,1595974
"ROCKY BRANDS, INC.",RCKY,895456
RELIANCE STEEL & ALUMINUM CO,RS,861884
REALNETWORKS INC,RNWK,1046327
RAYONIER INC,RYN,52827
R1 RCM INC.,RCM,1472595
"QEP RESOURCES, INC.",QEP,1108827
PUBLIC STORAGE,PSA,1393311
"PROPHASE LABS, INC.",PRPH,868278
PHILLIPS 66,PSX,1534701
"PEERSTREAM, INC.",PEER,1355839
"PTC THERAPEUTICS, INC.",PTCT,1070081
PREFORMED LINE PRODUCTS CO,PLPC,80035
POTBELLY CORP,PBPB,1195734
"POLARITYTE, INC.",COOL,1076682
PILGRIMS PRIDE CORP,PPC,802481
PEPSICO INC,PEP,77476
"PDC ENERGY, INC.",PDCE,77877
PARKERVISION INC,PRKR,914139
PACWEST BANCORP,PACW,1102112
"OVASCIENCE, INC.",OVAS,1544227
"ONEMAIN HOLDINGS, INC.",OMF,1584207
OASIS MIDSTREAM PARTNERS LP,OMP,1652133
ON SEMICONDUCTOR CORP,ON,1097864
OLD SECOND BANCORP INC,OSBC,357173
OHA INVESTMENT CORP,OHAI,1297704
NUVECTRA CORP,NVTR,1648893
"NEW YORK REIT, INC.",NYRT,1474464
NATIONSTAR MORTGAGE HOLDINGS INC.,NSM,1520566
